Country,Country_Code,Year,total_pop,pop_dens_sq_km,urban_pop_perc,rural_pop_perc,elect_access_pop,ren_energy_cons_perc,clean_fuel_tech_cook_pop,co2_emiss_excl_lulucf,Gini coefficient (2021 prices),perceptions of criminality,homicide rate,police rate,incarceration rate,Access to small arms,intensity of internal conflict,violent demonstrations,Violent crime,Political instability,Political Terror Scale,weapons imports,terrorism impact,deaths from internal conflict,internal conflicts fought,military expenditure (% gdp),armed services personnel rate,un peacekeeping funding,nuclear and heavy weapons,weapons exports,refugees and idps,Neighbouring countries relations,external conflicts fought,deaths From external conflict,overall score,internal peace,external peace,safety and security,ongoing conflict,militarisation,"Agriculture, forestry, and fishing, value added (% of GDP)",Adjusted savings: natural resources depletion (% of GNI),Adjusted savings: net forest depletion (% of GNI),Access to electricity (% of population),Adjusted savings: energy depletion (% of GNI),Adjusted savings: carbon dioxide damage (% of GNI),Access to clean fuels and technologies for cooking (% of population),"Agriculture, forestry, and fishing, value added (annual % growth)"
Italy,ITA,2019,59729081.0,201.980545589195,70.736,29.264,100.0,17.3,100.0,331.7847,0.34583676,2.7,1.312,3.274,1.794,3.0,1.0,2.75,3.0,1.875,1.5,1.478,1.968,1.0,1.0,1.655,1.431,1.595,2.528,2.45,1.0,1.0,1.6,1.0,1.738,1.908,1.483,2.066,1.055,2.133,1.81866879873849,0.0581061900833431,0.0050928788155494,100.0,0.0530133112677937,0.63779427201479,100.0,-2.00799699019187
Italy,ITA,2020,59438851.0,200.999100491348,71.039,28.961,100.0,18.7,100.0,295.1252,0.3524098,2.5,1.298,3.278,1.714,3.0,1.0,3.0,3.0,1.875,1.0,1.49,2.312,1.0,1.0,1.641,1.418,1.357,2.522,2.31,1.0,1.0,1.525,1.0,1.704,1.878,1.443,2.023,1.048,2.077,1.9280162015612,0.0451701902908457,0.0097710146635465,100.0,0.0353991756272992,0.617271353351838,100.0,-4.17061018946767
Japan,JPN,2008,128063000.0,351.338820301783,89.103,10.897,100.0,4.4,100.0,1224.1373,0.34599212,2.6,1.242,1.995,1.476,1.0,1.0,1.25,1.0,1.0,1.0,1.24,1.424,1.0,1.0,1.43,1.298,1.998,3.758,1.008,1.0,3.0,1.05,1.0,1.464,1.258,1.773,1.346,1.407,1.719,1.05410176653648,0.008331035071968,0.0,100.0,0.0073920173542431,0.592769288161856,100.0,7.64023211409666
Japan,JPN,2009,128047000.0,351.294924554184,89.989,10.011,100.0,4.5,100.0,1160.5822,0.32979482,2.55,1.224,2.0,1.476,1.0,1.0,1.25,1.0,1.0,1.0,1.298,1.424,1.0,1.0,1.43,1.275,1.998,3.724,1.008,1.0,3.0,1.0,1.0,1.459,1.256,1.764,1.34,1.403,1.718,1.08231650645818,0.0071838742865529,0.0,100.0,0.0057956753196895,0.560749596647418,100.0,-7.6229784322325
Japan,JPN,2010,128070000.0,351.358024691358,90.812,9.188,100.0,4.7,100.0,1220.1217,0.3149226,2.35,1.255,1.986,1.452,1.0,1.0,1.25,1.0,1.0,1.0,1.363,1.424,1.0,1.0,1.454,1.275,1.998,3.689,1.008,1.0,3.0,1.0,1.0,1.452,1.246,1.762,1.323,1.403,1.722,1.10828108130349,0.0077328534030604,0.0,100.0,0.005729487488349,0.55899016482746,100.0,-5.17917388553425
Japan,JPN,2011,127833000.0,350.707818930041,91.069,8.931,100.0,4.8,100.0,1272.5496,0.32975632,2.5,1.198,1.99,1.452,1.0,1.0,1.25,1.0,1.0,1.0,1.394,1.424,1.0,1.0,1.454,1.298,1.618,3.655,1.008,1.0,3.0,1.0,1.0,1.445,1.252,1.733,1.33,1.403,1.677,1.08027176258707,0.0089689530620979,0.0,100.0,0.0063666074977563,0.564314080683717,100.0,1.37032406125539
Japan,JPN,2012,127629000.0,350.148148148148,91.148,8.852,100.0,4.7,100.0,1310.7079,0.32534882,2.45,1.182,1.993,1.421,1.0,1.0,1.25,1.0,1.0,1.5,1.377,1.424,1.0,1.0,1.459,1.298,1.387,3.62,1.008,1.0,3.0,1.0,1.0,1.458,1.287,1.713,1.38,1.403,1.643,1.12285396244805,0.0080447577569086,0.0,100.0,0.0060605729681951,0.604289845317787,100.0,-1.01819791350223
Japan,JPN,2013,127445000.0,349.643347050754,91.226,8.774,100.0,5.0,100.0,1325.6359,0.31533545,2.05,1.172,1.997,1.421,1.0,1.0,1.5,1.0,1.0,1.0,1.343,1.259,1.0,1.0,1.454,1.298,1.103,3.586,1.0,1.0,3.0,1.0,1.0,1.412,1.227,1.688,1.297,1.403,1.597,1.06671782970179,0.0076156648905525,0.0,100.0,0.0061204933026938,0.75710010697244,100.0,-1.55578627713646
Japan,JPN,2014,127276000.0,349.179698216735,91.304,8.696,100.0,5.6,100.0,1275.3314,0.31277955,2.3,1.168,2.003,1.381,1.0,1.0,1.0,1.0,1.0,1.5,1.274,1.0,1.0,1.0,1.468,1.295,1.181,3.551,1.0,1.0,3.0,1.0,1.0,1.419,1.237,1.691,1.315,1.403,1.593,0.996605700341743,0.0094827830900647,0.0,100.0,0.0082317228176372,0.806874968305143,100.0,-5.7487303444497
Japan,JPN,2015,127141000.0,348.809327846365,91.381,8.619,100.0,6.2,100.0,1234.7191,0.3070093,2.35,1.145,2.006,1.381,1.0,1.0,2.25,1.0,1.0,1.0,1.201,1.0,1.0,1.0,1.459,1.295,1.648,3.519,1.0,1.0,3.0,1.0,1.0,1.451,1.272,1.72,1.369,1.403,1.633,1.03412007048647,0.0092816066474676,0.0,100.0,0.0080119430043036,0.887759372735125,100.0,-4.21601707810039
Japan,JPN,2016,127076000.0,348.631001371742,91.457,8.54300000000001,100.0,6.4,100.0,1221.3967,0.31840593,2.35,1.155,2.008,1.349,1.0,1.0,2.25,1.0,1.0,1.5,1.167,1.169,1.0,1.0,1.459,1.295,1.333,3.512,1.0,1.0,3.0,1.0,1.0,1.47,1.319,1.697,1.436,1.403,1.591,1.12498130848332,0.0063740673240948,0.0,100.0,0.0052854361299092,0.809942415703026,100.0,-8.05550064793292
Japan,JPN,2017,126972000.0,348.345679012346,91.535,8.465,100.0,6.9,100.0,1205.9214,0.31792736,2.2,1.143,2.01,1.349,1.0,1.0,1.75,1.0,1.0,1.0,1.171,1.093,1.0,1.0,1.459,1.295,1.222,3.572,1.0,1.0,3.0,1.0,1.0,1.417,1.232,1.695,1.314,1.403,1.589,1.12844054943922,0.0074488879531277,0.0,100.0,0.0063023213081212,0.845359290263633,100.0,0.738901812660032
Japan,JPN,2018,126811000.0,347.903978052126,91.616,8.384,100.0,7.3,100.0,1166.6375,0.32894954,2.1,1.143,2.011,1.317,1.0,1.0,2.0,1.0,1.0,1.0,1.194,1.049,1.0,1.0,1.459,1.296,1.622,3.638,1.0,1.0,3.0,1.0,1.0,1.435,1.238,1.731,1.322,1.403,1.65,1.044248235947,0.0094048862145402,0.0,100.0,0.0080014947763808,0.836024386198061,100.0,-6.68671775588656
Japan,JPN,2019,126633000.0,347.415637860082,91.698,8.30200000000001,100.0,7.8,100.0,1127.7446,0.32984936,2.05,1.12,2.011,1.317,1.0,1.0,1.5,1.0,1.0,1.0,1.24,1.024,1.0,1.0,1.468,1.296,1.24,3.676,1.001,1.0,3.0,1.0,1.0,1.405,1.203,1.709,1.269,1.403,1.619,1.03894744464527,0.0344978800972204,0.0,100.0,0.0069206667751621,0.828509586952811,100.0,4.35026720631684
Japan,JPN,2020,126261000.0,346.395061728395,91.782,8.218,100.0,8.5,100.0,1062.869,0.32339275,2.15,1.132,2.013,1.294,1.0,1.0,1.5,1.0,1.0,1.0,1.314,1.549,1.0,1.0,1.483,1.296,1.16,3.688,1.001,1.0,3.0,1.0,1.0,1.422,1.234,1.705,1.309,1.403,1.622,1.06638425931073,0.0283125164934551,0.0,100.0,0.0045870055407853,0.817480494834382,100.0,-3.71256052773728
Kazakhstan,KAZ,2008,16426525.0,6.08457421194948,56.682,43.318,100.0,1.1,90.5,253.123,0.28496444,3.2,4.298,3.105,3.803,4.0,2.0,1.75,2.0,2.75,2.5,1.189,2.382,1.0,1.0,1.473,1.571,1.98,1.531,1.02,1.011,3.0,1.375,1.0,2.129,2.491,1.587,2.664,1.638,1.887,5.31580324655219,13.4552377973148,0.0,100.0,12.1693303035772,5.69452801090538,90.5,-6.20000001462088
Kazakhstan,KAZ,2009,16619846.0,6.15618253880061,56.755,43.245,100.0,1.3,91.2,225.3866,0.28208867,3.25,4.286,3.13,3.803,4.0,2.0,1.75,2.0,2.875,2.5,1.21,2.382,1.0,1.0,1.473,1.472,1.98,1.48,1.02,1.01,3.0,1.5,1.0,2.137,2.506,1.585,2.684,1.65,1.869,6.14688498650048,9.43031815391733,0.0,100.0,8.26436239307395,5.73360161358004,91.2,13.2000000012989
Kazakhstan,KAZ,2010,16836810.0,6.23654850538949,56.827,43.173,100.0,1.4,91.6,241.989,0.27954513,3.05,4.1,2.256,4.111,4.0,2.0,1.75,2.0,3.25,2.5,1.203,2.382,1.0,1.0,1.554,1.472,1.98,1.428,1.01,1.007,3.0,1.625,1.0,2.121,2.473,1.593,2.638,1.661,1.867,4.51052752955614,10.1978176789254,0.0,100.0,8.04715316887993,5.10168108105952,91.6,-11.5999999856228
Kazakhstan,KAZ,2011,17066002.0,6.32144386413305,56.9,43.1,99.8,1.4,92.1,258.3271,0.27983844,2.95,4.066,2.242,4.111,4.0,2.0,1.75,2.0,3.25,2.5,1.213,2.382,1.0,1.0,1.363,1.449,1.368,1.377,1.01,1.007,3.0,1.5,1.0,2.086,2.464,1.519,2.624,1.65,1.762,4.9889741557576,12.5670736764906,0.0,99.8,10.3610796379094,4.44038997744838,92.1,26.4999999895965
Kazakhstan,KAZ,2012,17306106.0,6.4103811534615,56.973,43.027,100.0,1.3,92.4,256.2936,0.2816882,2.75,3.559,2.148,3.488,4.0,2.0,1.75,2.0,3.25,3.0,1.224,2.382,1.0,1.0,1.44,1.454,1.173,1.326,1.0,1.007,3.0,1.375,1.0,2.041,2.406,1.495,2.542,1.638,1.739,4.28833015629833,11.1327785939395,0.0,100.0,8.8927073233951,4.22485657388209,92.4,-17.3999999981288
Kazakhstan,KAZ,2013,17556502.0,6.50313071822795,57.046,42.954,100.0,1.2,92.8,275.2521,0.2706543,3.1,3.58,2.158,3.488,4.0,2.0,1.75,2.0,3.25,3.0,1.231,2.135,1.0,1.0,1.526,1.351,1.172,1.274,1.0,1.007,2.0,1.25,1.0,1.973,2.42,1.301,2.562,1.426,1.728,4.50354556962711,9.2407235007627,0.0,100.0,7.34702402658142,3.97420636787379,92.8,11.1999999888925
Kazakhstan,KAZ,2014,17816285.0,6.5993573360003,57.118,42.882,100.0,1.3,93.0,228.4569,0.2701586,3.4,3.329,2.163,3.291,4.0,3.0,1.75,2.0,3.25,3.0,1.318,1.878,1.0,1.0,1.464,1.346,1.011,1.223,1.0,1.004,2.0,1.125,1.0,2.01,2.504,1.269,2.526,1.615,1.703,4.32955246164473,8.76261530478753,0.0,100.0,7.13119543551247,3.54525376752219,93.0,1.3000000141781
Kazakhstan,KAZ,2015,18084169.0,6.69858465755454,57.191,42.809,100.0,1.7,93.2,201.3691,0.26803666,2.95,3.095,2.146,3.291,4.0,3.0,1.75,2.0,3.0,3.0,1.345,1.618,1.0,1.0,1.435,1.333,1.022,1.183,1.0,1.004,2.0,1.0,1.0,1.955,2.424,1.253,2.413,1.604,1.695,4.71054741881579,4.3891069070117,0.0,100.0,3.56741986896039,3.83874467941772,93.2,3.49999999448588
Kazakhstan,KAZ,2016,18363600.0,6.80208912101345,57.264,42.736,100.0,2.1,93.4,211.5262,0.27225325,2.65,2.768,2.173,2.754,4.0,3.0,1.75,2.0,3.5,3.0,1.635,1.416,1.0,1.0,1.44,1.328,1.013,1.187,1.0,1.004,2.0,1.0,1.0,1.936,2.391,1.252,2.35,1.604,1.729,4.55600427070659,5.52877721194639,0.0,100.0,3.72608242428358,5.86258301980901,93.4,5.40000000366668
Kazakhstan,KAZ,2017,18651931.0,6.90889024706449,57.336,42.664,100.0,2.0,93.4,224.3208,0.27450275,2.6,2.679,2.202,2.754,4.0,3.0,1.75,2.0,3.375,2.5,1.768,2.172,1.0,1.0,1.397,1.323,1.009,1.193,1.0,1.004,2.0,1.0,1.0,1.92,2.367,1.249,2.309,1.604,1.74,4.51698454026741,7.49528638432548,0.0,100.0,5.54140615153246,5.40098590101289,93.4,3.19999999928639
Kazakhstan,KAZ,2018,18932727.0,7.01290032225803,57.428,42.572,100.0,1.9,93.4,225.9918,0.27792874,2.45,2.661,2.184,2.524,4.0,3.0,1.75,2.0,3.25,3.0,1.845,1.913,1.0,1.0,1.363,1.318,1.078,1.2,1.0,1.004,2.0,1.0,1.0,1.919,2.364,1.252,2.3,1.604,1.753,4.39585810287636,11.4268541132471,0.0,100.0,9.02731857906734,5.395591916001,93.4,3.80000000210323
Kazakhstan,KAZ,2019,19209555.0,7.11544060451161,57.54,42.46,100.0,1.9,93.4,214.6891,0.27968282,2.7,2.726,2.165,2.524,4.0,3.0,1.5,2.0,3.25,2.5,1.929,1.673,1.0,1.0,1.402,1.313,1.145,1.208,1.0,1.004,2.0,1.0,1.0,1.896,2.32,1.26,2.233,1.604,1.777,4.46633595812751,9.73024673225527,0.0,100.0,7.87586530215463,5.44088093328939,93.4,-0.10000000220667
Kazakhstan,KAZ,2020,19482117.0,7.21640071119013,57.671,42.329,100.0,1.8,93.5,222.677,0.2868392,2.15,2.708,2.148,2.246,4.0,3.0,2.0,2.0,3.25,3.0,2.02,1.441,1.0,1.0,1.421,1.309,1.09,1.218,1.0,1.005,2.0,1.0,1.0,1.903,2.333,1.259,2.246,1.604,1.784,5.3912826934481,6.85603147204135,0.0,100.0,3.90181185015528,5.29762261991027,93.5,5.89999999412356
Kyrgyz Republic,KGZ,2008,5318729.0,27.7305995828989,35.285,64.715,99.5,22.0,68.2,7.6036,0.3145065,3.75,3.576,2.5,2.754,4.0,4.0,1.5,4.0,2.75,3.0,1.055,1.559,1.0,1.0,1.789,1.304,5.0,1.019,1.654,1.014,3.0,1.0,1.0,2.35,2.725,1.787,2.706,2.006,2.254,23.4855331532901,2.51686276150789,0.0,99.5,0.119159761820282,4.08556454783823,68.2,0.862556874911036
Kyrgyz Republic,KGZ,2009,5389643.0,28.1003284671533,35.284,64.716,99.5,24.7,70.1,6.8986,0.2987395,3.25,3.574,2.5,2.754,4.0,4.0,1.5,4.0,2.75,3.0,1.028,1.559,1.0,1.0,1.789,1.304,5.0,1.019,1.254,1.016,3.0,1.0,1.0,2.313,2.692,1.745,2.661,2.006,2.18,18.7607374707352,2.98431318324107,0.0,99.5,0.0637805767119747,4.1407881126263,70.1,6.7246651708236
Kyrgyz Republic,KGZ,2010,5467059.0,28.5039572471324,35.306,64.694,99.0,25.6,71.5,6.4851,0.30133805,3.3,3.564,2.5,2.452,4.0,4.0,1.5,4.0,2.75,1.5,1.013,1.559,1.0,1.0,1.789,1.304,5.0,1.019,1.252,1.016,3.0,1.0,1.0,2.227,2.549,1.745,2.462,2.006,2.178,17.4482561772443,7.2684214434384,0.0,99.0,0.0871619316758997,4.04235724489337,71.5,-2.57159452759706
Kyrgyz Republic,KGZ,2011,5546586.5,28.9185948905109,35.352,64.648,98.3,26.0,72.8,7.8085,0.278397,3.45,3.489,2.5,2.452,4.0,4.0,1.5,4.0,2.75,2.5,1.005,1.559,2.019,1.053,1.789,1.304,5.0,1.019,1.247,1.497,3.0,1.0,1.0,2.372,2.746,1.812,2.64,2.217,2.176,16.56531665018,8.11472274482071,0.0,98.3,0.122964288246079,4.10358909479186,72.8,1.84652515199379
Kyrgyz Republic,KGZ,2012,5652076.0,29.4685922836288,35.423,64.577,99.8,22.4,74.2,10.2332,0.27356684,2.85,5.0,2.5,2.397,4.0,4.0,1.5,4.0,2.75,4.0,1.0,1.559,1.0,1.053,1.789,1.302,4.874,1.019,1.155,1.986,3.0,1.0,1.0,2.455,2.85,1.863,2.994,2.012,2.144,16.654196378216,2.41024551537618,0.0,99.8,0.110790919380013,4.85662640051564,74.2,1.24728223633579
Kyrgyz Republic,KGZ,2013,5777150.0,30.1206986444213,35.517,64.483,98.9,24.8,75.1,9.5841,0.28814632,3.35,3.827,2.5,2.397,4.0,4.0,1.5,4.0,2.625,3.0,1.0,1.369,1.0,1.053,1.76,1.307,4.074,1.019,1.067,1.997,3.0,1.0,1.0,2.327,2.68,1.797,2.758,2.012,2.032,14.6378725497812,4.35112272171659,0.0,98.9,0.0967631691389069,4.3867319800936,75.1,2.65092399236586
Kyrgyz Republic,KGZ,2014,5905847.5,30.791697080292,35.635,64.365,99.8,26.6,76.0,9.8589,0.26819003,3.05,3.124,2.5,2.317,4.0,4.0,1.25,4.0,2.5,3.0,1.0,1.748,1.0,1.053,1.66,1.302,2.879,1.019,1.0,1.013,3.0,1.0,1.0,2.176,2.587,1.558,2.512,2.012,1.867,14.7186631194877,2.97487577775832,0.0,99.8,0.08858893890771,4.56669238809476,76.0,-0.549727336935362
Kyrgyz Republic,KGZ,2015,6040035.5,31.4913216892596,35.777,64.223,98.7,23.5,76.6,10.2587,0.2899777,3.3,2.844,2.5,2.317,4.0,4.0,1.25,3.5,2.75,3.0,1.0,1.527,1.0,1.053,1.583,1.281,3.706,1.02,1.0,1.014,3.0,1.0,1.0,2.173,2.549,1.61,2.458,2.012,1.953,14.0607643300857,3.23325348451187,0.0,98.7,0.0049935349728568,5.56475374986668,76.6,6.15581041591871
Kyrgyz Republic,KGZ,2016,6175337.5,32.1967544316997,35.944,64.056,99.7,22.2,76.9,9.7179,0.26780677,3.35,2.844,2.5,2.325,4.0,4.0,1.25,3.0,2.75,3.0,1.009,1.313,1.04,1.0,1.583,1.276,4.109,1.02,1.018,1.014,3.0,1.0,1.0,2.158,2.503,1.64,2.392,2.014,2.004,12.8344731564928,4.34784033706205,0.0,99.7,0.0105496946163461,5.3962247743878,76.9,2.86617744819735
Kyrgyz Republic,KGZ,2017,6306695.5,32.8816240875912,36.135,63.865,100.0,24.7,77.2,9.5944,0.2733501,3.4,2.425,2.5,2.325,4.0,4.0,1.25,3.0,2.625,3.0,1.027,1.49,1.0,1.0,1.583,1.271,2.943,1.02,1.04,1.014,3.0,1.0,1.0,2.103,2.465,1.56,2.343,2.006,1.872,12.5145788958853,6.80542363667538,0.0,100.0,0.0212545735872917,4.81280975871942,77.2,2.23506795421891
Kyrgyz Republic,KGZ,2018,6444078.5,33.5979066736184,36.351,63.649,100.0,23.4,77.3,11.4059,0.27690303,3.35,2.425,2.5,2.357,4.0,4.0,1.75,3.0,2.5,3.0,1.053,1.315,1.0,1.0,1.583,1.266,1.781,1.02,1.061,1.015,3.0,1.0,1.0,2.079,2.478,1.48,2.361,2.006,1.742,11.6752864842384,3.49979565981386,0.0,100.0,0.029520573396249,5.49569777102984,77.3,2.60473483904038
Kyrgyz Republic,KGZ,2019,6590211.0,34.3598070907195,36.591,63.409,99.9,28.3,77.3,10.1614,0.2970045,2.8,2.425,2.5,2.357,4.0,4.0,1.75,3.0,2.375,3.0,1.055,1.152,1.0,1.0,1.583,1.261,1.0,1.02,1.06,1.015,3.0,1.0,1.0,2.025,2.426,1.424,2.288,2.006,1.649,10.3739026248931,6.06465058244658,0.0,99.9,0.0225371455338571,5.06478495685099,77.3,2.47753362507963
Kyrgyz Republic,KGZ,2020,6726595.5,35.0708837330553,36.856,63.144,99.9,30.0,77.1,9.1595,0.28989273,2.75,2.425,2.5,2.357,4.0,4.0,2.0,3.0,2.25,3.0,1.085,1.077,1.0,1.0,1.583,1.255,1.116,1.021,1.059,1.015,3.0,1.0,1.0,2.029,2.427,1.432,2.286,2.006,1.666,12.1696556730884,4.75869913369626,0.0,99.9,0.0103844848901373,5.14073567258898,77.1,0.860614117962655
Latvia,LVA,2008,2177322.0,34.9899882687579,67.834,32.166,99.7,33.7,100.0,8.4559,0.37211558,3.35,3.911,4.107,3.37,2.0,1.0,1.0,2.0,1.0,1.5,1.647,1.0,1.0,1.0,1.736,1.353,1.633,1.002,1.0,1.01,2.0,1.5,1.0,1.709,1.955,1.341,2.211,1.247,1.456,3.09128712531246,0.0421471651620775,0.0,99.7,0.0421471651620775,0.614852208055907,100.0,-4.99210375217794
Latvia,LVA,2009,2141669.0,34.4170376203256,67.814,32.186,100.0,38.4,100.0,7.7149,0.3594563,2.9,3.931,3.102,3.37,2.0,2.0,1.0,2.0,1.25,1.5,1.787,1.0,1.0,1.0,1.736,1.335,1.633,1.002,1.0,1.012,2.0,1.75,1.0,1.742,1.997,1.36,2.114,1.471,1.47,3.28684121352283,0.0364415777065532,0.0,100.0,0.0364415777065532,0.719508969156526,100.0,11.3980477789571
Latvia,LVA,2010,2097555.0,33.7081170552975,67.841,32.159,99.8,33.1,100.0,8.864,0.35030216,3.4,3.957,3.057,3.638,2.0,1.0,1.0,2.0,1.5,2.0,1.787,1.0,1.0,1.0,1.961,1.335,1.633,1.002,1.0,1.012,2.0,2.0,1.0,1.76,2.003,1.396,2.269,1.293,1.496,4.11588497283241,0.0482324265307126,0.0,99.8,0.0482324265307126,1.00628477731451,100.0,-7.2071115220694
Latvia,LVA,2011,2059709.0,33.0999244700853,67.869,32.131,99.8,35.5,100.0,8.204,0.3577257,3.4,3.998,3.263,3.638,2.0,1.0,1.0,2.0,1.5,2.0,1.877,1.0,1.0,1.0,1.55,1.408,1.202,1.002,1.0,1.011,2.0,2.0,1.0,1.75,2.023,1.341,2.292,1.293,1.416,3.77780079362838,0.0725165881556007,0.0,99.8,0.0725165881556007,0.858605472133416,100.0,3.96625457418169
Latvia,LVA,2012,2034319.0,32.691902228936,67.897,32.103,100.0,40.4,100.0,7.9978,0.3523601,3.25,4.02,3.318,3.543,2.0,1.0,1.0,2.0,1.5,2.0,2.013,1.0,1.0,1.0,1.511,1.341,1.151,1.002,1.0,1.011,2.0,2.0,1.0,1.743,2.018,1.33,2.278,1.293,1.414,3.53285388028976,0.108105775264166,0.0,100.0,0.108105775264166,0.840826584083868,100.0,7.1697636666638
Latvia,LVA,2013,2012647.0,32.3436289713468,67.925,32.075,100.0,39.6,100.0,7.763,0.35497323,2.7,4.039,3.361,3.543,2.0,1.0,1.0,2.0,1.5,2.0,1.741,1.0,1.0,1.0,1.435,1.369,1.034,1.002,1.0,1.011,2.0,1.875,1.0,1.709,1.977,1.308,2.236,1.282,1.363,3.2120869041368,0.0705971448194518,0.0,100.0,0.0705971448194518,0.799101910774828,100.0,-6.38705226529966
Latvia,LVA,2014,1993782.0,32.0404647500281,67.952,32.048,100.0,40.2,100.0,7.5388,0.35113618,2.9,2.36,3.112,3.0,2.0,1.0,1.0,2.0,1.5,1.5,1.467,1.0,1.0,1.0,1.473,1.371,1.014,1.003,1.0,1.004,2.0,1.75,1.0,1.566,1.745,1.299,1.926,1.27,1.333,3.61639638963682,0.0702132494014572,0.0,100.0,0.0702132494014572,0.779977017300713,100.0,10.558829130164
Latvia,LVA,2015,1977527.0,31.7792437366417,67.98,32.02,100.0,38.1,100.0,7.6272,0.34202468,2.75,2.121,3.037,3.0,2.0,1.0,1.0,2.0,1.75,1.0,1.43,1.0,1.0,1.0,1.449,1.405,1.071,1.003,1.0,1.003,3.0,1.625,1.0,1.601,1.688,1.47,1.849,1.46,1.336,3.55445018445087,0.0273720281181398,0.0,100.0,0.0273720281181398,0.938014132549411,100.0,2.48364944567217
Latvia,LVA,2016,1959537.0,31.4901409356067,68.021,31.979,100.0,38.5,100.0,7.4529,0.34328842,2.5,2.302,3.301,2.778,2.0,1.0,1.0,1.0,1.875,1.5,1.343,1.0,1.0,1.0,1.497,1.408,1.042,1.003,1.0,1.003,3.0,1.625,1.0,1.581,1.655,1.472,1.808,1.46,1.329,3.32532538955761,0.0148905728804009,0.0,100.0,0.0148905728804009,0.915604312645501,100.0,-4.05663315495023
Latvia,LVA,2017,1942248.0,31.2123033409935,68.075,31.925,100.0,42.6,100.0,7.4036,0.35571015,2.35,2.347,3.3,2.778,2.0,1.0,1.25,1.0,1.625,1.5,1.353,1.0,1.0,1.0,1.693,1.412,1.111,1.003,1.0,1.003,3.0,1.6,1.0,1.582,1.644,1.489,1.792,1.458,1.362,3.62476211824764,0.0284610080250479,0.0,100.0,0.0284610080250479,0.87613646636012,100.0,1.49855360184317
Latvia,LVA,2018,1927174.0,30.9700612274415,68.142,31.858,100.0,41.0,100.0,8.0762,0.35095707,2.35,2.38,3.153,2.548,2.0,1.0,1.5,1.5,1.625,1.0,1.505,1.0,1.0,1.0,1.832,1.415,1.078,1.004,1.0,1.003,3.0,1.475,1.0,1.582,1.645,1.486,1.785,1.446,1.392,3.66104778019513,0.0634751560734816,0.0,100.0,0.0634751560734816,0.900738821136496,100.0,-3.93639520155854
Latvia,LVA,2019,1913822.0,30.755491989008,68.222,31.778,100.0,41.5,100.0,7.871,0.34489107,2.7,2.542,3.137,2.548,2.0,1.0,1.5,2.0,1.75,1.0,1.624,1.0,1.0,1.0,2.004,1.49,1.033,1.004,1.0,1.003,3.0,1.45,1.0,1.642,1.737,1.499,1.907,1.444,1.43,3.85343444199836,0.0469010774792983,0.0,100.0,0.0469010774792983,0.912078610545423,100.0,21.2538012123279
Latvia,LVA,2020,1900449.0,30.5391129680219,68.315,31.685,100.0,43.8,100.0,7.2521,0.3570395,2.55,2.59,2.228,2.421,2.0,1.0,2.25,2.0,1.75,1.0,1.816,1.0,1.0,1.0,1.989,1.548,1.047,1.004,1.0,1.002,3.0,1.425,1.0,1.633,1.722,1.501,1.874,1.442,1.46,4.0791819421756,0.0242158311769009,0.0,100.0,0.0242158311769009,0.867333693797813,100.0,-0.208687878105522
Lithuania,LTU,2008,3198231.0,51.0288153171121,66.848,33.152,99.4,18.3,100.0,15.8161,0.35727003,3.95,3.702,2.728,2.944,3.0,1.0,1.5,2.0,1.25,1.5,1.496,1.0,1.0,1.0,1.54,1.62,1.314,1.006,1.0,1.005,2.0,1.6,1.0,1.715,1.971,1.331,2.153,1.256,1.586,3.28158323801393,0.101241066828756,0.0,99.4,0.101241066828756,0.757220860601399,100.0,2.45581089645783
Lithuania,LTU,2009,3162916.0,50.4653530115676,66.842,33.158,99.5,20.1,100.0,13.195,0.37218463,3.8,3.643,2.729,2.944,3.0,1.0,1.5,2.0,1.375,1.0,1.614,1.0,1.0,1.0,1.54,1.406,1.314,1.006,1.0,1.005,2.0,1.8,1.0,1.691,1.93,1.332,2.089,1.275,1.574,2.52928276861212,0.055082350905294,0.0,99.5,0.055082350905294,0.844425190670312,100.0,1.40039529072502
Lithuania,LTU,2010,3097282.0,49.418141204627,66.757,33.243,99.7,21.5,100.0,14.0266,0.33608714,4.0,3.829,2.722,3.181,3.0,1.0,1.5,2.0,1.5,1.0,1.533,1.0,1.0,1.0,1.598,1.406,1.314,1.006,1.0,1.005,2.0,2.0,1.0,1.729,1.98,1.352,2.163,1.293,1.572,3.06871518554059,0.0632545993679849,0.0,99.7,0.0632545993679849,0.976178842868244,100.0,-6.27571543803704
Lithuania,LTU,2011,3028115.0,48.3153301209433,66.741,33.259,99.7,22.7,100.0,14.3115,0.3248643,3.7,3.492,2.732,3.181,3.0,1.0,1.5,2.0,1.5,1.5,1.531,1.0,1.0,1.0,1.492,1.505,3.032,1.006,1.0,1.005,2.0,2.0,1.0,1.774,1.975,1.473,2.157,1.293,1.773,3.51897129368263,0.0895930615737395,0.0,99.7,0.0895930615737395,0.836374943032488,100.0,6.5195467472178
Lithuania,LTU,2012,2987773.0,47.6716501260491,66.864,33.136,100.0,23.9,100.0,14.4789,0.350923,3.65,3.268,2.733,3.614,3.0,1.0,1.5,2.0,1.5,1.5,1.301,1.0,1.0,1.0,1.382,1.515,3.515,1.006,1.0,1.006,2.0,2.0,1.0,1.782,1.971,1.5,2.164,1.293,1.791,4.00007448760216,0.0762159130680747,0.0,100.0,0.0762159130680747,0.891352906598085,100.0,11.9984942190383
