region_name,region_code,country_name,country_code,reporting_year,reporting_level,survey_acronym,survey_coverage,survey_year,welfare_type,survey_comparability,comparable_spell,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,median,mld,gini,polarization,decile1,decile2,decile3,decile4,decile5,decile6,decile7,decile8,decile9,decile10,cpi,ppp,reporting_pop,reporting_gdp,reporting_pce,is_interpolated,distribution_type,estimation_type,spl,spr,pg,estimate_type
Sub-Saharan Africa,SSF,Liberia,LBR,2014,national,HIES,national,2014,consumption,1,2014 - 2016,3,0.317450026,0.087207104,0.034044312,0.114022896,4.816668786,3.975507705,0.182633982,0.332378843,0.278750001,0.031669324,0.046042209,0.055103928,0.066121337,0.077541927,0.088081211,0.101050751,0.121429786,0.1526634,0.260296126,0.383440964,75.89970398,4564293,707.1576949,,FALSE,micro,survey,3.288,0.365105857,8.281209807,
Sub-Saharan Africa,SSF,Liberia,LBR,2016,national,HIES,national,2016,consumption,1,2014 - 2016,3,0.335589338,0.09884521,0.040410394,0.130546934,4.857606462,3.871800135,0.206163285,0.352654395,0.30879033,0.029406011,0.04269197,0.052929334,0.063024443,0.074138729,0.086275392,0.101056231,0.122380597,0.15724756,0.270849733,0.44965159,75.89970398,4755608,668.0315132,,FALSE,micro,survey,3.236,0.384202516,8.527339543,
Latin America & Caribbean,LCN,St. Lucia,LCA,1995,national,LSMS,national,1995,income,0,1995,3,0.41524,0.159924931,0.082151155,0.23359233,4.774365095,3.517956239,0.311261217,0.425843795,0.373880544,0.020073201,0.032181057,0.043639454,0.055099937,0.067214667,0.080841776,0.097428809,0.120111571,0.158606674,0.324802854,0.626504185,1.643418074,148208,8822.500699,,FALSE,group,survey,3.059,0.42531,10.57095984,
Latin America & Caribbean,LCN,St. Lucia,LCA,2015,national,SLCHBS,national,2015.78,consumption,1,2015 - 2015,3,8.29E-04,8.65E-05,1.01E-05,9.20E-05,34.18349489,23.20263851,0.321686559,0.436934194,0.395884204,0.020581018,0.034454835,0.043952121,0.052399285,0.063031492,0.074938651,0.09136528,0.115987388,0.162788712,0.340501218,0.981154254,1.643418074,175482.98,10334.98608,,FALSE,micro,survey,12.901,0.190731117,1.488651159,
Latin America & Caribbean,LCN,St. Lucia,LCA,2015,national,SLCHBS,national,2015.78,income,1,2015 - 2015,3,0.064036493,0.028952665,0.019159442,0.0534484,26.18672808,16.99111133,0.518020097,0.512250668,0.466120365,0.009043569,0.022338354,0.034195803,0.045303371,0.058430269,0.07109364,0.088017737,0.117872059,0.167861865,0.385843333,0.981154254,1.643418074,175482.98,10334.98608,,FALSE,micro,survey,9.796,0.278507092,3.907048538,
South Asia,SAS,Sri Lanka,LKA,1985,national,LFSS,national,1985,consumption,0,1985,3,0.28247,0.067658373,0.022116429,0.082714432,4.98600666,4.075623495,0.170376675,0.32467854,0.266804151,0.035892352,0.047025853,0.057025286,0.066654387,0.07654311,0.087413866,0.10039731,0.117861472,0.147022146,0.264164219,0.045625782,58.29610825,15544154,1233.734183,,FALSE,group,survey,3.338,0.35315,7.648646836,
South Asia,SAS,Sri Lanka,LKA,1990,national,HIES,national,1990.5,consumption,1,1990,3,0.233715976,0.048542108,0.015323667,0.059307783,5.22543578,4.177825885,0.174001002,0.324474329,0.248316672,0.037207888,0.05025909,0.058636069,0.06679004,0.075256781,0.08504304,0.096632275,0.113309282,0.141976462,0.274889072,0.086992077,58.29610825,16413906,1388.589518,,FALSE,micro,survey,3.389,0.326019812,7.263119883,
South Asia,SAS,Sri Lanka,LKA,1995,national,SES,national,1995.5,consumption,2,1995,3,0.230322145,0.04947406,0.016195537,0.061135817,5.683080556,4.30853605,0.203774174,0.353995391,0.293222496,0.033800429,0.046029356,0.054359781,0.062413902,0.07087601,0.081488649,0.095564752,0.115650015,0.150120398,0.289696708,0.144351003,58.29610825,17734543,1681.350532,,FALSE,micro,survey,3.454,0.329685504,7.071824991,
South Asia,SAS,Sri Lanka,LKA,2002,national,HIES,national,2002,consumption,3,2002 - 2019,3,0.207079868,0.044623002,0.01422114,0.054606599,6.671201752,4.707041818,0.264049641,0.401719063,0.335943089,0.029566495,0.04033451,0.048267894,0.056249821,0.065476935,0.076513094,0.091204617,0.112851536,0.152654495,0.326880602,0.258219344,58.29610825,19805752,1951.225228,,FALSE,micro,survey,3.654,0.333113626,6.594942672,
South Asia,SAS,Sri Lanka,LKA,2006,national,HIES,national,2006.5,consumption,3,2002 - 2019,3,0.121606779,0.022906263,0.00665492,0.027419854,7.846879479,5.593586059,0.259043442,0.396690194,0.328101365,0.029672799,0.040724706,0.049117765,0.057403303,0.066276009,0.077373461,0.09203408,0.113440455,0.150691212,0.32326621,0.391466022,58.29610825,20422478,2426.348733,,FALSE,micro,survey,4.097,0.285602537,5.556941859,
South Asia,SAS,Sri Lanka,LKA,2009,national,HIES,national,2009.5,consumption,3,2002 - 2019,3,0.078060978,0.014835923,0.004538254,0.018019161,7.903945482,5.997145422,0.214496183,0.360541525,0.289533622,0.032626999,0.04507782,0.053824184,0.062124809,0.071159118,0.081414381,0.095345328,0.114504524,0.147745666,0.29617717,0.549424708,58.29610825,20817762,2787.27351,,FALSE,micro,survey,4.299,0.256950482,5.160448941,
South Asia,SAS,Sri Lanka,LKA,2012,national,HIES,national,2012.5,consumption,3,2002 - 2019,3,0.063621182,0.011117097,0.003064231,0.013201747,9.006505798,6.550516624,0.247674681,0.387136085,0.310430715,0.030352928,0.042164061,0.050790874,0.05885307,0.067829717,0.07847086,0.092749808,0.112627162,0.146903611,0.319257909,0.672003773,58.29610825,20877229,3484.79049,,FALSE,micro,survey,4.575,0.248613824,4.752061947,
South Asia,SAS,Sri Lanka,LKA,2016,national,HIES,national,2016,consumption,3,2002 - 2019,3,0.038126644,0.005635275,0.001381072,0.00652945,10.37308212,7.533781841,0.255548784,0.393457734,0.310881766,0.029847711,0.041302142,0.049859881,0.058305501,0.067523392,0.078225316,0.091956507,0.110924943,0.146437367,0.325617239,0.772953631,58.29610825,21209000,4214.74118,2639.353067,FALSE,micro,survey,5.067,0.236837587,4.17264743,
South Asia,SAS,Sri Lanka,LKA,2019,national,HIES,national,2019,consumption,3,2002 - 2019,3,0.027054541,0.004116046,9.83E-04,0.004744632,10.57653513,7.905758193,0.23277628,0.376637772,0.30490652,0.031127021,0.042783618,0.051385869,0.059906428,0.069506526,0.080483764,0.094224331,0.113793863,0.148385432,0.308403147,0.88027848,58.29610825,21803000,4455.781896,2774.92628,FALSE,micro,survey,5.253,0.228149448,3.97027008,
Sub-Saharan Africa,SSF,Lesotho,LSO,1986,national,HBS,national,1986.54,consumption,0,1986,3,0.62817,0.337721658,0.222268699,0.599084411,3.849100412,2.141899286,0.577275078,0.560124601,0.562821518,0.010424272,0.018268346,0.027023774,0.037036492,0.048889576,0.063586476,0.083067715,0.111817449,0.164210939,0.43567496,0.071360662,5.817232132,1686254.08,472.432856,80.39223191,FALSE,group,survey,3,0.62817,20.89312119,
Sub-Saharan Africa,SSF,Lesotho,LSO,1994,national,NHECS,national,1994.45,consumption,1,1994,3,0.595643564,0.362502828,0.259700584,0.706369941,4.794618189,2.09205235,0.803483693,0.630114976,0.81540886,0.006041611,0.01045243,0.017279988,0.025536162,0.036807816,0.052509889,0.075955337,0.112076708,0.181765276,0.481574785,0.188286537,5.817232132,1938385.5,628.9600512,172.3708921,FALSE,micro,survey,3,0.595643564,25.7755224,
Sub-Saharan Africa,SSF,Lesotho,LSO,2002,national,HBS,national,2002.75,consumption,2,2002,3,0.748583887,0.429241837,0.294675939,0.799000363,2.514332705,1.589500307,0.478833471,0.511938302,0.511254011,0.012049501,0.020710325,0.03165463,0.042885118,0.056050941,0.072052281,0.091507364,0.121027875,0.170480564,0.3815814,0.370118886,5.817232132,1987464,760.0334432,489.49179,FALSE,micro,survey,3,0.748583887,27.76211821,
Sub-Saharan Africa,SSF,Lesotho,LSO,2017,national,CMSHBS,national,2017.14,consumption,3,2017,3,0.418584923,0.16956308,0.0896944,0.25464322,5.134656607,3.580049424,0.354469776,0.448776131,0.448336598,0.017217955,0.029154951,0.039039899,0.049480044,0.06270782,0.079146879,0.099874927,0.125911288,0.168565161,0.328901076,0.819708817,5.817232132,2160819.02,1097.821668,877.9244719,FALSE,micro,survey,3.09,0.432782724,10.98314127,
Europe & Central Asia,ECS,Lithuania,LTU,1993,national,HBS,national,1993,income,0,1993,3,0.1427,0.027423863,0.007239934,0.032013091,6.50005305,5.297185041,0.183495334,0.331837929,0.254622214,0.034545644,0.046891381,0.057309763,0.066933193,0.076527792,0.086847758,0.098976085,0.115108578,0.141929194,0.274930612,0.587224288,0.48759523,3682613,5206.442661,,FALSE,group,survey,3.949,0.28508,5.951251576,
Europe & Central Asia,ECS,Lithuania,LTU,1996,national,HBS,national,1996,consumption,1,1996,3,0.0024,2.44E-05,3.32E-07,2.46E-05,12.85011395,10.84175997,0.172579608,0.322603222,0.262804922,0.031668408,0.046123181,0.057910059,0.068558767,0.079008009,0.090108225,0.103014301,0.119997881,0.147820986,0.255790182,1.760412634,0.48759523,3601613,5211.100252,3083.155946,FALSE,group,survey,6.721,0.20001,3.030804395,
Europe & Central Asia,ECS,Lithuania,LTU,1998,national,HBS,national,1998,consumption,2,1998 - 2008,3,0.009789885,0.001721959,5.07E-04,0.002087602,13.6793132,11.45686326,0.172728754,0.32103118,0.267433116,0.031495244,0.046628329,0.058070006,0.068796587,0.078655073,0.089814385,0.103476669,0.121110006,0.150218711,0.251734991,2.013888401,0.48759523,3549331,6154.172456,3462.514942,FALSE,micro,survey,7.028,0.188849698,2.866713047,
Europe & Central Asia,ECS,Lithuania,LTU,1999,national,HBS,national,1999,consumption,2,1998 - 2008,3,0.012834429,0.001814011,4.32E-04,0.002097751,13.50736968,11.35744953,0.17301137,0.32015238,0.264980884,0.031194278,0.047492572,0.058657206,0.068409183,0.078495126,0.090319236,0.103627404,0.120983042,0.14841544,0.252406514,2.028540456,0.48759523,3524238,6129.99844,3659.916206,FALSE,micro,survey,6.979,0.184560663,2.901656754,
Europe & Central Asia,ECS,Lithuania,LTU,2000,national,HBS,national,2000,consumption,2,1998 - 2008,3,0.012271614,0.001587675,3.43E-04,0.001807722,12.72850965,10.81022944,0.167402734,0.316749339,0.266217709,0.031626054,0.046893393,0.058230457,0.068756598,0.079639553,0.090981836,0.104719608,0.122052973,0.150209887,0.246889641,2.048452934,0.48759523,3499536,6384.308654,3939.101504,FALSE,micro,survey,6.705,0.198489136,3.053464413,
Europe & Central Asia,ECS,Lithuania,LTU,2001,national,HBS,national,2001,consumption,2,1998 - 2008,3,0.016344042,0.003118713,0.001108798,0.004008649,12.66699733,10.60995181,0.17208529,0.320122746,0.273910573,0.031038668,0.046703858,0.057885546,0.0685879,0.078415618,0.09039294,0.104468357,0.123063012,0.150737421,0.248706681,2.076457692,0.48759523,3470818,6854.525128,4136.833545,FALSE,micro,survey,6.605,0.196292368,3.116534042,
Europe & Central Asia,ECS,Lithuania,LTU,2002,national,HBS,national,2002,consumption,2,1998 - 2008,3,0.013661843,0.002361711,6.33E-04,0.002793483,12.65366429,10.68579801,0.170180148,0.319155676,0.269971058,0.03139931,0.04679257,0.058054549,0.068340388,0.078861906,0.090608747,0.104486038,0.122284388,0.150566839,0.248605266,2.082303097,0.48759523,3443067,7374.097971,4421.065679,FALSE,micro,survey,6.643,0.199857617,3.092650081,
Europe & Central Asia,ECS,Lithuania,LTU,2003,national,HBS,national,2003,consumption,2,1998 - 2008,3,0.003930067,8.58E-04,2.66E-04,0.001040293,17.4202385,13.87782392,0.208715901,0.354564869,0.296644302,0.029299958,0.043099503,0.053537804,0.063644144,0.074095047,0.085761591,0.099700727,0.119385574,0.152127818,0.279347834,2.058683285,0.48759523,3415213,8218.693363,4963.609821,FALSE,micro,survey,8.239,0.189530886,2.385982621,
Europe & Central Asia,ECS,Lithuania,LTU,2004,national,HBS,national,2004,consumption,2,1998 - 2008,3,0.004049907,6.49E-04,2.04E-04,8.00E-04,18.05664564,14.57559547,0.207290984,0.352040158,0.293801148,0.028321464,0.043180349,0.05402593,0.064372718,0.074831066,0.086606084,0.100056646,0.120759288,0.153945721,0.273900734,2.082648415,0.48759523,3377075,8851.925989,5565.137867,FALSE,micro,survey,8.588,0.184038117,2.311009438,
Europe & Central Asia,ECS,Lithuania,LTU,2004,national,EU-SILC,national,2004,income,3,2004 - 2023,3,0.039777973,0.016552332,0.010306645,0.03013108,15.73061705,12.79073111,0.257864933,0.37011085,0.300199363,0.019797644,0.038579906,0.053271128,0.065885499,0.076407191,0.087179915,0.100993796,0.121217642,0.158034987,0.278632291,2.082648415,0.48759523,3377075,8851.925989,5565.137867,FALSE,micro,survey,7.695,0.218725948,3.598525486,
Europe & Central Asia,ECS,Lithuania,LTU,2005,national,EU-SILC,national,2005,income,3,2004 - 2023,3,0.027466924,0.0110246,0.006929195,0.019818119,18.22056251,14.99198749,0.232068751,0.352967204,0.277550526,0.021870394,0.042217186,0.056647009,0.0682977,0.077458477,0.087282422,0.100858353,0.119130738,0.15466758,0.271570141,2.138015397,0.48759523,3322528,9692.868538,6310.378275,FALSE,micro,survey,8.796,0.18884097,2.866646167,
Europe & Central Asia,ECS,Lithuania,LTU,2006,national,EU-SILC,national,2006,income,3,2004 - 2023,3,0.01849529,0.008762108,0.00535251,0.015454136,22.69175128,18.59118992,0.220444203,0.344144578,0.276403644,0.023451348,0.0457548,0.057756467,0.067507958,0.076903365,0.088031774,0.101440467,0.119815501,0.15157957,0.267758749,2.217958326,0.48759523,3269909,10577.21455,6997.05818,FALSE,micro,survey,10.596,0.155207024,2.279256469,
Europe & Central Asia,ECS,Lithuania,LTU,2007,national,EU-SILC,national,2007,income,3,2004 - 2023,3,0.016015068,0.008802502,0.006527701,0.019087893,26.92653676,21.96114609,0.230762198,0.347891136,0.286086973,0.023640397,0.043941921,0.057215923,0.067095796,0.075928449,0.088187457,0.102920027,0.12104466,0.152484412,0.267540959,2.345206414,0.48759523,3231294,11889.35452,7963.944009,FALSE,micro,survey,12.281,0.155957686,2.243700899,
Europe & Central Asia,ECS,Lithuania,LTU,2008,national,HBS,national,2008,consumption,2,1998 - 2008,3,0.003776819,6.78E-04,2.24E-04,8.44E-04,23.31391333,18.20483682,0.231501264,0.370556567,0.315014518,0.027016615,0.041339704,0.051328373,0.061052126,0.072505527,0.084793275,0.100230423,0.120229505,0.152417385,0.289087068,2.601441151,0.48759523,3198231,12324.51973,8358.1531,FALSE,micro,survey,10.402,0.182466489,1.868018969,
Europe & Central Asia,ECS,Lithuania,LTU,2008,national,EU-SILC,national,2008,income,3,2004 - 2023,3,0.018110504,0.009467495,0.006824214,0.019950324,28.82547588,23.55618318,0.245478517,0.357270021,0.282896031,0.022667824,0.043605707,0.056077706,0.06599871,0.075269889,0.086923813,0.100829474,0.120260388,0.151967439,0.27639905,2.601441151,0.48759523,3198231,12324.51973,8358.1531,FALSE,micro,survey,13.078,0.158437162,2.198060688,
Europe & Central Asia,ECS,Lithuania,LTU,2009,national,EU-SILC,national,2009,income,3,2004 - 2023,3,0.027226112,0.013781138,0.009316264,0.026580795,23.88765086,19.46224987,0.271423962,0.372184648,0.311513167,0.018323523,0.038706357,0.052662481,0.06493858,0.075888595,0.088129837,0.103484585,0.123666685,0.158191035,0.276008322,2.717284304,0.48759523,3162916,10612.9204,6981.631287,FALSE,micro,survey,11.031,0.202843777,2.707818024,
Europe & Central Asia,ECS,Lithuania,LTU,2010,national,EU-SILC,national,2010,income,3,2004 - 2023,3,0.019838556,0.011010879,0.008215058,0.023611614,21.49251076,18.82922107,0.222325043,0.336087138,0.278729977,0.022577646,0.042326261,0.056176285,0.068410987,0.081444849,0.094261937,0.106891078,0.125065714,0.155260043,0.247585199,2.753131175,0.48759523,3097282,10884.11619,6909.929038,FALSE,micro,survey,10.715,0.207388105,2.755141784,
Europe & Central Asia,ECS,Lithuania,LTU,2011,national,EU-SILC,national,2011,income,3,2004 - 2023,3,0.008902583,0.005150094,0.003957591,0.011290352,23.50036404,20.11383281,0.193944658,0.32486429,0.271156934,0.026362514,0.044805436,0.058326714,0.069582698,0.080635837,0.091646488,0.105878085,0.123905435,0.153833089,0.245023705,2.866842979,0.48759523,3028115,11836.72004,7372.901426,FALSE,micro,survey,11.357,0.169890549,2.118998936,
Europe & Central Asia,ECS,Lithuania,LTU,2012,national,EU-SILC,national,2012,income,3,2004 - 2023,3,0.010501388,0.006837487,0.005416487,0.015602934,25.30443063,20.75531825,0.229451325,0.350923011,0.291475406,0.023620839,0.041829588,0.055239916,0.067397409,0.076714027,0.089142058,0.103443838,0.122832386,0.151915705,0.267864235,2.955428092,0.48759523,2989139,12516.61841,7699.533711,FALSE,micro,survey,11.678,0.180185724,2.257976716,
Europe & Central Asia,ECS,Lithuania,LTU,2013,national,EU-SILC,national,2013,income,3,2004 - 2023,3,0.011997247,0.00546326,0.003967484,0.011627073,26.43109042,21.48164289,0.226613235,0.35307317,0.294144435,0.024598854,0.042772166,0.054951486,0.06544931,0.076060606,0.087543138,0.101561337,0.122211823,0.155738276,0.269113004,2.986385484,0.48759523,2961250,13145.80693,8107.001341,FALSE,micro,survey,12.041,0.171644014,2.025664246,
Europe & Central Asia,ECS,Lithuania,LTU,2014,national,EU-SILC,national,2014,income,3,2004 - 2023,3,0.017161508,0.007904672,0.005489925,0.016424344,28.87817509,22.88232992,0.266996774,0.376750242,0.308817376,0.020827992,0.039512155,0.052423167,0.063629872,0.07413918,0.085818296,0.101243909,0.121287208,0.152054961,0.289063261,2.989484101,0.48759523,2937253,13753.1896,8475.221578,FALSE,micro,survey,12.741,0.177426321,2.157399616,
Europe & Central Asia,ECS,Lithuania,LTU,2015,national,EU-SILC,national,2015,income,3,2004 - 2023,3,0.01045723,0.005624542,0.004373259,0.012707843,31.79252096,25.26166714,0.256560882,0.373703005,0.311197999,0.021405492,0.040005365,0.053322608,0.063011143,0.073622482,0.085863507,0.100387597,0.121047755,0.155266991,0.28606706,0.858159835,0.48759523,2911109,14269.80399,8898.07264,FALSE,micro,survey,13.931,0.169811772,1.891787824,
Europe & Central Asia,ECS,Lithuania,LTU,2016,national,EU-SILC,national,2016,income,3,2004 - 2023,3,0.014791508,0.008029192,0.005710521,0.01677712,34.01290466,27.03470831,0.277547136,0.383858401,0.309131199,0.020370186,0.039397891,0.05162054,0.062100805,0.073389677,0.08511352,0.098942142,0.119062047,0.154606811,0.295396382,0.865930694,0.48759523,2877325,14823.10715,9370.243706,FALSE,micro,survey,14.817,0.181304081,1.953319086,
Europe & Central Asia,ECS,Lithuania,LTU,2017,national,EU-SILC,national,2017,income,3,2004 - 2023,3,0.01167178,0.008242874,0.006827242,0.01966913,36.22011342,28.57383503,0.26597909,0.37283583,0.316714748,0.021172212,0.04157178,0.053065364,0.062804902,0.073320009,0.08552604,0.100941402,0.12220482,0.155381515,0.284011956,0.898168273,0.48759523,2842639,15695.99933,9822.73734,FALSE,micro,survey,15.587,0.156346364,1.997909585,
Europe & Central Asia,ECS,Lithuania,LTU,2018,national,EU-SILC,national,2018,income,3,2004 - 2023,3,0.009812001,0.005418767,0.003655791,0.010518529,38.8932964,31.26412294,0.236315645,0.357053308,0.304465691,0.023272553,0.042568263,0.054941683,0.064771153,0.074815537,0.087691142,0.10276862,0.12163504,0.156099606,0.271436405,0.922400235,0.48759523,2819200,16604.90214,10264.05605,FALSE,micro,survey,16.932,0.151593236,1.477710303,
Europe & Central Asia,ECS,Lithuania,LTU,2019,national,EU-SILC,national,2019,income,3,2004 - 2023,3,0.006033842,0.003759096,0.002885668,0.008317796,42.81065678,34.25121965,0.222891094,0.352513489,0.291823731,0.02651332,0.04382409,0.055282235,0.064922823,0.074917352,0.086039732,0.1005841,0.120086633,0.153270539,0.274559174,0.943933727,0.48759523,2811089,17431.72391,10575.90871,FALSE,micro,survey,18.426,0.137923578,1.297272874,
Europe & Central Asia,ECS,Lithuania,LTU,2020,national,EU-SILC,national,2020,income,3,2004 - 2023,3,0.004728085,0.001510772,9.59E-04,0.003003013,48.7067457,37.9623482,0.226230924,0.359566422,0.293985217,0.026941161,0.04460446,0.054853484,0.063965369,0.072587021,0.084138655,0.097962982,0.117154857,0.153159967,0.284632045,0.955259962,0.48759523,2810369,17443.65526,10225.29579,FALSE,micro,survey,20.281,0.124500213,1.00434885,
Europe & Central Asia,ECS,Lithuania,LTU,2021,national,EU-SILC,national,2021,income,3,2004 - 2023,3,0.003185262,0.001742321,0.001322177,0.003867446,50.22817975,38.93351908,0.234064236,0.366564097,0.303742292,0.02624588,0.043407122,0.053732798,0.062903627,0.071629058,0.084449317,0.098166002,0.118260338,0.150404904,0.290800954,1,0.48759523,2808380,18569.70572,11064.97423,FALSE,micro,survey,20.767,0.131358714,1.014666844,
Europe & Central Asia,ECS,Lithuania,LTU,2022,national,EU-SILC,national,2022,income,3,2004 - 2023,3,0.008017552,0.004223701,0.002723608,0.008015657,46.82382851,36.82634696,0.245394447,0.365623906,0.297404856,0.024511249,0.04343585,0.054617504,0.063340037,0.073054245,0.084349743,0.100014085,0.119699892,0.149713589,0.287263807,1.197050384,0.48759523,2831639,18884.51525,11197.19477,FALSE,micro,survey,19.713,0.134795208,1.215428855,
Europe & Central Asia,ECS,Lithuania,LTU,2023,national,EU-SILC,national,2023,income,3,2004 - 2023,3,0.010979139,0.007125671,0.00569688,0.016418019,46.5285448,37.59570626,0.249110692,0.35961653,0.301214378,0.022064024,0.043286,0.054588701,0.064402337,0.075066264,0.08726031,0.101492273,0.122469278,0.156799066,0.272571748,1.306189294,0.48759523,2871585,18685.55237,10928.10917,FALSE,micro,survey,20.098,0.150543527,1.581330557,
Europe & Central Asia,ECS,Luxembourg,LUX,1985,national,PSELL-LIS,national,1985,income,0,1985 - 1993,3,0,0,0,0,49.42005045,43.38477386,0.115131645,0.262943568,0.218148781,0.040622946,0.056424081,0.066173898,0.075371767,0.083387724,0.094229954,0.104987564,0.121899419,0.143784079,0.213118568,20.20772371,0.954369783,366706,47945.84943,21393.92076,FALSE,micro,survey,22.992,0.077147996,0.715720407,
Europe & Central Asia,ECS,Luxembourg,LUX,1986,national,PSELL-LIS,national,1986,income,0,1985 - 1993,3,0,0,0,0,54.6332561,47.59222726,0.132429835,0.281127623,0.228861234,0.039274401,0.053496916,0.062824183,0.072725616,0.083125551,0.092403247,0.104650757,0.120708536,0.145438566,0.225352228,20.26724757,0.954369783,368355,52496.66528,21993.74703,FALSE,micro,survey,25.096,0.0892755,0.661192707,
Europe & Central Asia,ECS,Luxembourg,LUX,1987,national,PSELL-LIS,national,1987,income,0,1985 - 1993,3,0,0,0,0,60.26935439,52.20642453,0.146541559,0.295470709,0.23592449,0.038601833,0.050243407,0.060608543,0.072061053,0.081299879,0.093279053,0.103309525,0.118796412,0.143103304,0.238696991,20.25576346,0.954369783,370750,54218.27508,22852.91308,FALSE,micro,survey,27.403,0.102364494,0.614158803,
Europe & Central Asia,ECS,Luxembourg,LUX,1988,national,PSELL-LIS,national,1988,income,0,1985 - 1993,3,0,0,0,0,62.70724795,54.16304783,0.136632441,0.288272989,0.235197593,0.040401075,0.051429363,0.061513976,0.072680457,0.080941936,0.091734091,0.105213742,0.118087944,0.143693085,0.234304332,20.54675591,0.954369783,373450,58381.75517,24043.11017,FALSE,micro,survey,28.382,0.084376609,0.575148267,
Europe & Central Asia,ECS,Luxembourg,LUX,1989,national,PSELL-LIS,national,1989,income,0,1985 - 1993,3,0,0,0,0,67.90870687,55.77598629,0.158841683,0.308143392,0.234834989,0.039745776,0.051019099,0.060982407,0.069413209,0.078671966,0.087610573,0.0976207,0.117296609,0.14066536,0.256974302,21.23937917,0.954369783,377100,63481.58262,24961.23316,FALSE,micro,survey,29.188,0.074749064,0.543889815,
Europe & Central Asia,ECS,Luxembourg,LUX,1990,national,PSELL-LIS,national,1990,income,0,1985 - 1993,3,0,0,0,0,68.69241124,59.73674994,0.125976052,0.277166365,0.227883028,0.040980892,0.053860119,0.063575171,0.073236671,0.082268344,0.092772728,0.105015315,0.118935194,0.144610418,0.224745149,21.93045923,0.954369783,381850,66027.07501,25581.97058,FALSE,micro,survey,31.168,0.077310285,0.517221214,
Europe & Central Asia,ECS,Luxembourg,LUX,1991,national,PSELL-LIS,national,1991,income,0,1985 - 1993,3,0,0,0,0,68.92630154,60.5213084,0.12174809,0.271785292,0.228483837,0.040338246,0.054153263,0.064768276,0.073409872,0.083459774,0.093860162,0.105878287,0.121305528,0.145172561,0.217654031,22.61432907,0.954369783,387000,70779.97382,27014.51734,FALSE,micro,survey,31.561,0.084730629,0.514756073,
Europe & Central Asia,ECS,Luxembourg,LUX,1992,national,PSELL-LIS,national,1992,income,0,1985 - 1993,3,0,0,0,0,71.72972794,62.23904202,0.121453197,0.273095032,0.227284681,0.04101124,0.053914688,0.064306473,0.073722427,0.083276172,0.092067074,0.103860973,0.121936157,0.147115339,0.218789457,23.32762451,0.954369783,392175,71116.94136,26037.01334,FALSE,micro,survey,32.42,0.076342595,0.492922386,
Europe & Central Asia,ECS,Luxembourg,LUX,1993,national,PSELL-LIS,national,1993,income,0,1985 - 1993,3,0,0,0,0,71.84849147,62.32033048,0.118605007,0.27047906,0.225673979,0.042471731,0.054688576,0.064216586,0.073712894,0.081906282,0.092864441,0.104479435,0.12004505,0.148035559,0.217579444,24.16464254,0.954369783,397475,73116.19334,26217.57955,FALSE,micro,survey,32.46,0.064860254,0.488968774,
Europe & Central Asia,ECS,Luxembourg,LUX,1994,national,PSELL-ECHP-LIS,national,1994,income,1,1994 - 2001,3,0,0,0,0,68.46626625,60.00012494,0.13206261,0.281478672,0.233905776,0.037778403,0.053026463,0.064271677,0.07257619,0.082478706,0.093704326,0.105870506,0.121386736,0.145364376,0.223542617,24.69499939,0.954369783,402925,74883.14158,26908.79302,FALSE,micro,survey,31.3,0.094853555,0.530051044,
Europe & Central Asia,ECS,Luxembourg,LUX,1995,national,PSELL-ECHP-LIS,national,1995,income,1,1994 - 2001,3,0,0,0,0,70.10384517,60.90657838,0.133448733,0.283489492,0.236775046,0.037931879,0.053329247,0.06366695,0.072303668,0.081802868,0.091893329,0.105652193,0.122005216,0.146672308,0.22474234,25.1562265,0.954369783,408625,74896.09645,27032.06753,FALSE,micro,survey,31.753,0.094687196,0.519748034,
Europe & Central Asia,ECS,Luxembourg,LUX,1996,national,PSELL-ECHP-LIS,national,1996,income,1,1994 - 2001,3,0,0,0,0,70.31760286,60.92472838,0.14169985,0.29043367,0.241760089,0.036099957,0.050173023,0.064444432,0.07214906,0.081317248,0.09328686,0.10496546,0.122505073,0.147725557,0.22733333,25.45403982,0.954369783,414225,74916.50739,27331.65042,FALSE,micro,survey,31.762,0.104844413,0.529246957,
Europe & Central Asia,ECS,Luxembourg,LUX,1997,national,PSELL-ECHP-LIS,national,1997,income,1,1994 - 2001,3,0,0,0,0,72.80750994,61.849398,0.146362769,0.295952601,0.250209257,0.035516443,0.05149233,0.06221677,0.070810193,0.080523322,0.092018764,0.105026962,0.122931613,0.148110235,0.231353369,25.80212814,0.954369783,419450,77993.05737,27858.24323,FALSE,micro,survey,32.225,0.10431106,0.512589815,
Europe & Central Asia,ECS,Luxembourg,LUX,1998,national,PSELL-ECHP-LIS,national,1998,income,1,1994 - 2001,3,0,0,0,0,74.27900718,63.42523631,0.155729204,0.30622812,0.260542745,0.034855662,0.049445557,0.059859125,0.068938856,0.080259266,0.091810369,0.104719412,0.122555539,0.150137633,0.237418583,26.0494595,0.954369783,424700,82170.23925,28967.18449,FALSE,micro,survey,33.013,0.112410458,0.509538448,
